source	time	person	location	organization	miscellaneous
	2017-09-14 00:00:00				the week of
	2017-09-14 00:00:00			parliament|parliament|the council of	25
	2017-09-14 00:00:00				first|overnight|thousands|one|an hour
	2017-09-14 00:00:00				2016|20|one|2016|earlier this year
	2017-09-14 00:00:00				day|27
	2017-09-14 00:00:00		northeast	nuclear|the official news	four|reclusive|second|million|first|fourth|2016|second
	2017-09-14 00:00:00			central bank|politburo	communist|one|dozens|16 to 18 years|dozens|years|three|three|this month|week
	2017-09-14 00:00:00		ite|ites|holy ite	al	at least 60|two|dozens|50|at least 10
	2017-09-14 00:00:00		southern|the deep south		one|20|one|2004|first|two|one|18|two|three
	2017-09-14 00:00:00				one|just year|two|only seven
	2017-09-14 00:00:00				70 miles per hour|about 80 miles|as much as 20 inches|360 miles|late week|thousands|at least 98
	2017-09-14 00:00:00			assisted	150|days|three|second|eight|between the ages of 71 and 99|second|hundreds|1995|90 degrees degrees|the three days|eight|more than million|ages 75 years|2015|next week|nearly 700|about 150|nearly three days|88 degrees|two days|two|five
	2017-09-14 00:00:00				four|three|four|four|four|this week
	2017-09-14 00:00:00				
	2017-09-14 00:00:00				three|two|last week|three|one|eight|second
	2017-09-14 00:00:00				one|the lower house|five|15 percent|about three|2014|third|hundreds of thousands|the past three
	2017-09-14 00:00:00		euro zone	the umbrella association of employers|the social policy	the work week|more than two decades ago|working hours|annual|million|shorter hours|the 21st|one|thousands|weekly|28|up to two years|earlier this year|three|nearly five|2017|first|the work week|decade|the extra days|year|working hours|hours|as many as million|million
	2017-09-14 00:00:00		eastern	international|defense ministry	one|third|70|250|200
	2017-09-14 00:00:00	love my		parliament	years|two|seven|years|1959|two|11 million|last year|between 1990|30 years|the rainy season|one|1959
	2017-09-14 00:00:00			national intelligence	populist|this month|this week|decade
	2017-09-14 00:00:00				at least 50|more than 80|dozens
	2017-09-14 00:00:00				
	2017-09-14 00:00:00			the alliance of mostly and	earlier this week|first|about months|early 2016|peshmerga|2016
	2017-09-14 00:00:00				early 2015
	2017-09-15 00:00:00				next week
	2017-09-15 00:00:00				29
	2017-09-15 00:00:00			mission|the defense ministry|mission	two|29|180|39
	2017-09-15 00:00:00			the police force|newspaper	recent days|one|seven|some 50 km|six|17|less than half of million|earlier this
	2017-09-15 00:00:00				earlier in the
	2017-09-15 00:00:00				2016|today|two|2016
	2017-09-15 00:00:00				five|two|last
	2017-09-15 00:00:00		euro zone|the euro zone	coalition of the|joins|euro zone	conservatives|third|weekly|36 percent|23|10|12|39 percent|second|third|six|four|daily|conservatives|46|this year|20 percent|37|the last minute
	2017-09-15 00:00:00				first|second
	2017-09-15 00:00:00				
	2017-09-15 00:00:00			the armed forces	five months|first|19|three|two days ago|two months|first|his working day|second
	2017-09-15 00:00:00				six|next month
	2017-09-15 00:00:00				billion|next month|2020|annual|first|this week|2014
	2017-09-15 00:00:00				next week
	2017-09-15 00:00:00		euro zone		third|2010|next year|next year|the next two years
	2017-09-15 00:00:00	rare		junta|army	decades|15|seven years|2004|26|three|third|three
	2017-09-15 00:00:00				west metro station|metro station
	2017-09-15 00:00:00				22|fifth|18|six|two|about 50|pm
	2017-09-15 00:00:00			national security	22|earlier this year|22
	2017-09-15 00:00:00			main trading	second|sixth|diplomatic|2015|next month
	2017-09-15 00:00:00				earlier this week|about million barrels|12|10|two|one|at least 82|more than half|around noon
	2017-09-15 00:00:00			fire department	23|two|21|two|31|two years|only one|22|nearly three|1989|27
	2017-09-15 00:00:00				
	2017-09-15 00:00:00		ally		
	2017-09-15 00:00:00				three months|two
	2017-09-15 00:00:00				second|30|just before midnight|about four miles|west station|second|hundreds|22|four days
	2017-09-15 00:00:00				43|just year before|37|only eight
	2017-09-15 00:00:00				two|five|five|one|congressional|two|many years|2014
	2017-09-15 00:00:00				years|this week|years past|two
	2017-09-15 00:00:00	al			three|four|months|about 500|three
	2017-09-15 00:00:00		west		
	2017-09-15 00:00:00				
	2017-09-15 00:00:00				tougher|week|conservative|fourth|million|25 billion euros|this week
	2017-09-15 00:00:00				missile over|earlier this month
	2017-09-15 00:00:00				ninth
	2017-09-15 00:00:00				
	2017-09-15 00:00:00	minister|don			next week|hundreds of millions of dollars|first|tens of millions|week|last year
	2017-09-15 00:00:00				18
	2017-09-15 00:00:00				west|1200
	2017-09-15 00:00:00		capital		week|two
	2017-09-15 00:00:00				last year|2011|today|more than 240
	2017-09-15 00:00:00				
	2017-09-15 00:00:00	immigration			two hundred|first|800|four|late last year|31|annual
	2017-09-15 00:00:00				29
	2017-09-15 00:00:00			militias|foreign ministry|the military council|this civilian council	week|tomorrow|2014
	2017-09-15 00:00:00				first
	2017-09-15 00:00:00				later this month
	2017-09-15 00:00:00				weekly
	2017-09-15 00:00:00			utilities	over 80 percent|million|about million|about million|more than million|nearly million|the end of the weekend|around million|midnight|90 degrees|30|morning|second|around million
	2017-09-15 00:00:00				
	2017-09-15 00:00:00	can			27|second
	2017-09-15 00:00:00				
	2017-09-15 00:00:00			the militant group news agency	22
	2017-09-15 00:00:00			group	second|third|two|two|27|35 percent|two|the next 12 months
	2017-09-15 00:00:00				al|one|thousands|day
	2017-09-15 00:00:00				
	2017-09-15 00:00:00				years
	2017-09-15 00:00:00				
	2017-09-15 00:00:00				
	2017-09-15 00:00:00			network on	two|29|day|week|two|more than third|11|more than 30|two|more than month|million|one
	2017-09-15 00:00:00				20|18|this month|one|an estimated million|one|20|the next couple of and and
	2017-09-15 00:00:00			the foreign ministry	
	2017-09-15 00:00:00			parliamentary	one|less than nine months|nearly decade|second|next year|more than percent|four|the year|years
	2017-09-15 00:00:00				only two days|afternoon|130|28|2015
	2017-09-15 00:00:00			foreign ministry	
	2017-09-16 00:00:00				week|year
	2017-09-16 00:00:00			customs	two|some million|around dozen|more than 200|fourth|conservatives|earlier this month
	2017-09-16 00:00:00				29
	2017-09-16 00:00:00			commission|commission	20|2015|third|first|32|about 100|more than 30|at least 18|700|last week
	2017-09-16 00:00:00				one|at least four|eight|two|bank holiday
	2017-09-16 00:00:00			interior ministry	one|ten|peshmerga
	2017-09-16 00:00:00				first
	2017-09-16 00:00:00		it|it	army|alliance of ite	ite|thousands|overnight|two|this week|2014|about third|2014|hundreds of millions of dollars
	2017-09-16 00:00:00		east	al|state news agency|foreign ministry	months|four|jihadist|thousands|last year
	2017-09-16 00:00:00	firebrand		the lower house	million peso|billion pesos|million|the past 15|two|communist|nearly five
	2017-09-16 00:00:00			parliament	this week|four|first|first|21|four|two|two|over three years|at least million|one|1965|2015|months|almost 70 per cent|six|89|third|annual|thousands
	2017-09-16 00:00:00			the national army|al fighters	nine|nine|night|hours|two|last night|the morning
	2017-09-16 00:00:00			the lower house	second|first|second
	2017-09-16 00:00:00	the director of the president			months|2011|weeks|today|secular|2011
	2017-09-16 00:00:00		southern		30|100 meter
	2017-09-16 00:00:00				last year|350 million pounds|day|30|earlier this week|roughly 350 million pounds|350 million pounds|12|next week|two hours|the day|just hours after
	2017-09-16 00:00:00				around dozen
	2017-09-16 00:00:00				six|before dawn|day|tomorrow|ite|2014
	2017-09-17 00:00:00	don	the euro zone	the national assembly|budget committee|the regional assembly|wing	first|more than half century|third|up to 12 percent|34 percent|13 percent|an der song|1933|million|year|two|million|180 degree|2013
	2017-09-17 00:00:00				two|2015|the civil war
	2017-09-17 00:00:00		euro zone|the euro zone|euro zone	the finance ministry|national|finance|am|finance	days|conservatives|second|2009|that year|2009|daily|conservatives|24|10 percent|conservatives|23|third|first
	2017-09-17 00:00:00				first|33 percent|29 percent|five|25|the summer|last year|third|one|19 percent
	2017-09-17 00:00:00			national security council	this week|three|22|hundreds of thousands of barrels
	2017-09-17 00:00:00				25
	2017-09-17 00:00:00	in		said bank|new party	2018|monthly|third|2018|about 40|million|2008
	2017-09-17 00:00:00				this week|annual|first|week|ninth|2006|90 percent|2015|2015
	2017-09-17 00:00:00				de airport
	2017-09-17 00:00:00			nuclear|world|police academy	2015|60 days|11|two|11|last month|hours
	2017-09-17 00:00:00	bin		defense group|state news agency	24|24|first|2014|72|billion pounds|this year|billion euro|seven
	2017-09-17 00:00:00				two
	2017-09-17 00:00:00				this year|some 35|2013|under 30|20 years
	2017-09-17 00:00:00				an hour|six|an hour|at least two hours
	2017-09-17 00:00:00				hundreds of thousands|western|three|second|three|1996|four years|one|tens of thousands
	2017-09-17 00:00:00				four
	2017-09-17 00:00:00			the intelligence bureau	annual|the featuring week|thousands|hundreds|first|about mile|just days
	2017-09-17 00:00:00				one|2016|first|at least one|the first months|one
	2017-09-17 00:00:00			parliament	last week|evening|less than half of million
	2017-09-17 00:00:00				first|hundreds|the years|2016|bisexual|the last week|this week
	2017-09-17 00:00:00				this month|three|this week|nearly third|more than 34|14|two
	2017-09-17 00:00:00				eight|week|year
	2017-09-18 00:00:00				
	2017-09-18 00:00:00			defense ministry|daily news|foreign ministry|on international community	reclusive|sixth|four|four|two|month|these days|second|first|last month|week ago|ballistic|dozens
	2017-09-18 00:00:00	pastor	the euro zone|euro zone		45 years|at least four|few days|2009|second|third|first|conservatives
	2017-09-18 00:00:00				further five years on|2013|another four years
	2017-09-18 00:00:00				last month|2015|the last month|third
	2017-09-18 00:00:00				
	2017-09-18 00:00:00				10
	2017-09-18 00:00:00			youth wing of|social network|the official news agency|social	second|first|10|88 million|between 14|decades|more than million
	2017-09-18 00:00:00				20|secondary|20
	2017-09-18 00:00:00	deputy		majority coalition|parliament	next month|2015|the weekend|16 years
	2017-09-18 00:00:00				this week|lower|third
	2017-09-18 00:00:00			the television academy	awards|two|one|sixth|first
	2017-09-18 00:00:00				billion|fiscal year|about billion|two|2011|55
	2017-09-18 00:00:00				millions
	2017-09-18 00:00:00		kingdom	junta	last week|three|three to six|last week
	2017-09-18 00:00:00				one
	2017-09-18 00:00:00				21 years|hundreds|15 years|last year|10 years
	2017-09-18 00:00:00			regular fiscal analysis unit	2010|all year|two weeks|only 51|two|60|35|recent days|two|billion dollars|the next decade|millions|20 million
	2017-09-18 00:00:00				three
	2017-09-18 00:00:00			foreign ministry	the end of the month|sixth
	2017-09-18 00:00:00			foreign ministry	first|six|six|three|was national holiday|decades|recent years|two|four|two
	2017-09-18 00:00:00				2010
	2017-09-18 00:00:00				sixth|two million barrels|less than one week|two|some million barrels|two million barrels
	2017-09-18 00:00:00			congressional	less than month|18 days
	2017-09-18 00:00:00	won		truck	first|the coming 10 days|week|25|third|28|above percent|the labor code|first|second
	2017-09-18 00:00:00	will		the human rights commission|the human rights commission	two|last week|million peso|the past 15 months
	2017-09-18 00:00:00				next month|one|four|two|eight|two|earlier this month
	2017-09-18 00:00:00		eastern	the defense ministry	years|hundreds|14|70|almost 700|almost 250 10|about 480 km|600
	2017-09-18 00:00:00			monitoring group	this month|first|first|three year|earlier this
	2017-09-18 00:00:00			the military council|foreign ministry|army	this year|first|at least two|2011
	2017-09-18 00:00:00				10|one|1986|75 years of age
	2017-09-18 00:00:00				four months|at least 125
	2017-09-18 00:00:00				summer|this year|16 years|the 1990s|around 70 percent|million|million|this year|million|the same period year|sixth|earlier this unanimously
	2017-09-18 00:00:00				last week|one|less than nine months
	2017-09-18 00:00:00		eastern	the news agency	this month|first
	2017-09-18 00:00:00	presidential		the attorney general office	two|2010 to 2016|2018|next year
	2017-09-18 00:00:00			the coast guard|the coast guard|interior ministry	500|2016|about one month|thousands|daily|500|two years|2014|autumn|101|56|two|2016
	2017-09-18 00:00:00				the next few years|123|first|between 21 and weeks|half|third|39|at least million|first|decade|20|75|39|about 98|about 100|two|second|ten or twenty years|first|year
	2017-09-18 00:00:00			the ministry of local media|the commission autonomous|the committee on and judicial	religious|religious|two|last year|two
	2017-09-18 00:00:00			foreign ministry|parliament	two|last year|last year|around dozen|putsch
